<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>
2025.11.04	16:30:00	1.14933	1.14940	1.14932	1.14939	47.70
2025.11.04	16:31:00	1.14936	1.14937	1.14923	1.14936	95.39
2025.11.04	16:32:00	1.14934	1.14934	1.14923	1.14923	90.05
2025.11.04	16:33:00	1.14924	1.14924	1.14914	1.14917	55.55
2025.11.04	16:34:00	1.14919	1.14932	1.14917	1.14929	166.12
2025.11.04	16:35:00	1.14930	1.14943	1.14924	1.14943	201.13
2025.11.04	16:36:00	1.14942	1.14947	1.14927	1.14928	58.82
2025.11.04	16:37:00	1.14930	1.14938	1.14924	1.14938	50.35
2025.11.04	16:38:00	1.14939	1.14944	1.14935	1.14935	72.22
2025.11.04	16:39:00	1.14936	1.14940	1.14925	1.14928	52.33
2025.11.04	16:40:00	1.14928	1.14928	1.14902	1.14903	64.02
2025.11.04	16:41:00	1.14902	1.14922	1.14902	1.14920	54.19
2025.11.04	16:42:00	1.14920	1.14920	1.14912	1.14914	78.95
2025.11.04	16:43:00	1.14917	1.14919	1.14909	1.14914	43.13
2025.11.04	16:44:00	1.14916	1.14923	1.14914	1.14919	22.00
2025.11.04	16:45:00	1.14916	1.14916	1.14904	1.14904	33.22
2025.11.04	16:46:00	1.14901	1.14912	1.14900	1.14904	34.17
2025.11.04	16:47:00	1.14901	1.14905	1.14898	1.14902	63.32
2025.11.04	16:48:00	1.14900	1.14906	1.14897	1.14904	26.95
2025.11.04	16:49:00	1.14903	1.14906	1.14898	1.14904	55.77
2025.11.04	16:50:00	1.14904	1.14904	1.14891	1.14894	42.55
2025.11.04	16:51:00	1.14896	1.14896	1.14879	1.14885	68.26
2025.11.04	16:52:00	1.14885	1.14895	1.14885	1.14891	67.07
2025.11.04	16:53:00	1.14890	1.14890	1.14879	1.14880	33.18
2025.11.04	16:54:00	1.14883	1.14885	1.14874	1.14883	43.82
2025.11.04	16:55:00	1.14884	1.14896	1.14875	1.14895	38.85
2025.11.04	16:56:00	1.14895	1.14900	1.14895	1.14900	12.60
2025.11.04	16:57:00	1.14899	1.14899	1.14884	1.14885	55.75
2025.11.04	16:58:00	1.14886	1.14902	1.14886	1.14902	78.05
2025.11.04	16:59:00	1.14902	1.14902	1.14894	1.14895	58.14
2025.11.04	17:00:00	1.14898	1.14901	1.14895	1.14896	57.15
2025.11.04	17:01:00	1.14895	1.14900	1.14895	1.14898	45.25
2025.11.04	17:02:00	1.14897	1.14900	1.14889	1.14895	64.73
2025.11.04	17:03:00	1.14895	1.14896	1.14890	1.14890	43.20
2025.11.04	17:04:00	1.14891	1.14893	1.14883	1.14890	52.36
2025.11.04	17:05:00	1.14889	1.14889	1.14875	1.14878	80.81
2025.11.04	17:06:00	1.14878	1.14880	1.14874	1.14875	49.71
2025.11.04	17:07:00	1.14876	1.14879	1.14848	1.14850	117.29
2025.11.04	17:08:00	1.14850	1.14853	1.14838	1.14851	71.05
2025.11.04	17:09:00	1.14852	1.14863	1.14852	1.14859	22.15
2025.11.04	17:10:00	1.14858	1.14868	1.14855	1.14857	44.90
2025.11.04	17:11:00	1.14858	1.14863	1.14855	1.14863	18.20
2025.11.04	17:12:00	1.14862	1.14864	1.14857	1.14859	21.70
2025.11.04	17:13:00	1.14860	1.14862	1.14855	1.14858	33.95
2025.11.04	17:14:00	1.14859	1.14861	1.14852	1.14852	44.70
2025.11.04	17:15:00	1.14851	1.14853	1.14841	1.14844	23.22
2025.11.04	17:16:00	1.14844	1.14852	1.14843	1.14844	41.85
2025.11.04	17:17:00	1.14844	1.14850	1.14841	1.14849	42.95
2025.11.04	17:18:00	1.14850	1.14861	1.14849	1.14861	44.41
2025.11.04	17:19:00	1.14861	1.14863	1.14857	1.14857	37.12
2025.11.04	17:20:00	1.14855	1.14871	1.14854	1.14871	42.19
2025.11.04	17:21:00	1.14871	1.14872	1.14870	1.14870	25.85
2025.11.04	17:22:00	1.14871	1.14871	1.14856	1.14864	34.63
2025.11.04	17:23:00	1.14864	1.14865	1.14862	1.14864	21.30
2025.11.04	17:24:00	1.14863	1.14864	1.14859	1.14864	18.20
2025.11.04	17:25:00	1.14862	1.14862	1.14844	1.14845	38.85
2025.11.04	17:26:00	1.14844	1.14857	1.14844	1.14855	32.15
2025.11.04	17:27:00	1.14853	1.14857	1.14853	1.14854	12.10
2025.11.04	17:28:00	1.14854	1.14856	1.14851	1.14856	33.05
2025.11.04	17:29:00	1.14856	1.14857	1.14853	1.14855	24.30
2025.11.04	17:30:00	1.14855	1.14856	1.14841	1.14843	48.51
2025.11.04	17:31:00	1.14845	1.14850	1.14845	1.14845	30.03
2025.11.04	17:32:00	1.14842	1.14846	1.14839	1.14841	46.58
2025.11.04	17:33:00	1.14842	1.14843	1.14840	1.14841	21.60
2025.11.04	17:34:00	1.14841	1.14842	1.14837	1.14840	32.15
2025.11.04	17:35:00	1.14840	1.14842	1.14839	1.14842	23.40
2025.11.04	17:36:00	1.14842	1.14842	1.14838	1.14840	16.85
2025.11.04	17:37:00	1.14840	1.14842	1.14836	1.14839	17.75
2025.11.04	17:38:00	1.14840	1.14851	1.14839	1.14848	32.27
2025.11.04	17:39:00	1.14846	1.14848	1.14837	1.14840	40.04
2025.11.04	17:40:00	1.14838	1.14843	1.14836	1.14839	26.75
2025.11.04	17:41:00	1.14838	1.14847	1.14837	1.14847	23.40
2025.11.04	17:42:00	1.14846	1.14847	1.14843	1.14847	41.04
2025.11.04	17:43:00	1.14846	1.14852	1.14844	1.14850	33.48
2025.11.04	17:44:00	1.14849	1.14850	1.14836	1.14836	33.51
2025.11.04	17:45:00	1.14836	1.14845	1.14836	1.14841	86.46
2025.11.04	17:46:00	1.14841	1.14847	1.14837	1.14847	60.48
2025.11.04	17:47:00	1.14847	1.14847	1.14840	1.14841	19.55
2025.11.04	17:48:00	1.14841	1.14845	1.14839	1.14840	27.00
2025.11.04	17:49:00	1.14840	1.14842	1.14835	1.14836	22.05
2025.11.04	17:50:00	1.14837	1.14843	1.14836	1.14839	49.90
2025.11.04	17:51:00	1.14841	1.14841	1.14834	1.14836	32.37
2025.11.04	17:52:00	1.14836	1.14849	1.14836	1.14849	51.86
2025.11.04	17:53:00	1.14848	1.14848	1.14844	1.14845	19.95
2025.11.04	17:54:00	1.14848	1.14851	1.14848	1.14850	14.49
2025.11.04	17:55:00	1.14848	1.14848	1.14839	1.14839	13.70
2025.11.04	17:56:00	1.14842	1.14849	1.14842	1.14848	22.50
2025.11.04	17:57:00	1.14846	1.14850	1.14839	1.14842	57.24
2025.11.04	17:58:00	1.14842	1.14843	1.14834	1.14837	48.59
2025.11.04	17:59:00	1.14836	1.14841	1.14835	1.14838	23.15
2025.11.04	18:00:00	1.14837	1.14837	1.14822	1.14829	70.17
2025.11.04	18:01:00	1.14828	1.14831	1.14825	1.14828	25.40
2025.11.04	18:02:00	1.14828	1.14828	1.14823	1.14827	37.50
2025.11.04	18:03:00	1.14826	1.14829	1.14822	1.14826	61.35
2025.11.04	18:04:00	1.14826	1.14828	1.14824	1.14826	21.25
2025.11.04	18:05:00	1.14824	1.14827	1.14824	1.14826	6.30
2025.11.04	18:06:00	1.14825	1.14826	1.14817	1.14818	34.07
2025.11.04	18:07:00	1.14820	1.14835	1.14820	1.14835	32.57
2025.11.04	18:08:00	1.14836	1.14848	1.14836	1.14845	56.95
2025.11.04	18:09:00	1.14846	1.14846	1.14826	1.14831	50.19
2025.11.04	18:10:00	1.14829	1.14836	1.14825	1.14831	47.77
2025.11.04	18:11:00	1.14829	1.14829	1.14815	1.14816	47.56
2025.11.04	18:12:00	1.14815	1.14816	1.14809	1.14812	25.95
2025.11.04	18:13:00	1.14811	1.14820	1.14809	1.14820	20.52
2025.11.04	18:14:00	1.14820	1.14822	1.14820	1.14821	10.05
2025.11.04	18:15:00	1.14821	1.14821	1.14817	1.14820	9.87
2025.11.04	18:16:00	1.14819	1.14825	1.14817	1.14821	26.10
2025.11.04	18:17:00	1.14823	1.14823	1.14820	1.14822	28.55
2025.11.04	18:18:00	1.14822	1.14827	1.14822	1.14822	31.40
2025.11.04	18:19:00	1.14822	1.14824	1.14818	1.14821	16.62
2025.11.04	18:20:00	1.14822	1.14827	1.14821	1.14826	21.25
2025.11.04	18:21:00	1.14828	1.14842	1.14828	1.14839	48.41
2025.11.04	18:22:00	1.14838	1.14852	1.14837	1.14850	39.50
2025.11.04	18:23:00	1.14851	1.14851	1.14847	1.14850	33.95
2025.11.04	18:24:00	1.14851	1.14854	1.14841	1.14841	40.81
2025.11.04	18:25:00	1.14843	1.14847	1.14839	1.14841	40.78
2025.11.04	18:26:00	1.14838	1.14838	1.14829	1.14830	16.51
2025.11.04	18:27:00	1.14831	1.14832	1.14823	1.14826	45.63
2025.11.04	18:28:00	1.14825	1.14831	1.14824	1.14830	32.15
2025.11.04	18:29:00	1.14832	1.14838	1.14831	1.14836	17.75
2025.11.04	18:30:00	1.14835	1.14836	1.14829	1.14836	24.95
2025.11.04	18:31:00	1.14836	1.14836	1.14830	1.14836	18.15
2025.11.04	18:32:00	1.14838	1.14842	1.14830	1.14830	24.20
2025.11.04	18:33:00	1.14834	1.14837	1.14834	1.14835	16.22
2025.11.04	18:34:00	1.14836	1.14840	1.14834	1.14835	36.53
2025.11.04	18:35:00	1.14834	1.14843	1.14834	1.14842	56.57
2025.11.04	18:36:00	1.14843	1.14844	1.14840	1.14841	13.00
2025.11.04	18:37:00	1.14843	1.14846	1.14841	1.14841	16.85
2025.11.04	18:38:00	1.14842	1.14843	1.14830	1.14831	28.06
2025.11.04	18:39:00	1.14830	1.14832	1.14829	1.14830	18.40
2025.11.04	18:40:00	1.14830	1.14848	1.14827	1.14847	73.46
2025.11.04	18:41:00	1.14848	1.14848	1.14840	1.14841	29.02
2025.11.04	18:42:00	1.14840	1.14848	1.14840	1.14848	33.30
2025.11.04	18:43:00	1.14847	1.14853	1.14846	1.14853	18.99
2025.11.04	18:44:00	1.14852	1.14861	1.14849	1.14860	62.64
2025.11.04	18:45:00	1.14860	1.14863	1.14853	1.14860	63.54
2025.11.04	18:46:00	1.14861	1.14864	1.14859	1.14860	53.38
2025.11.04	18:47:00	1.14861	1.14861	1.14849	1.14851	25.94
2025.11.04	18:48:00	1.14849	1.14851	1.14846	1.14851	20.34
2025.11.04	18:49:00	1.14850	1.14851	1.14844	1.14846	15.95
2025.11.04	18:50:00	1.14846	1.14848	1.14841	1.14843	36.15
2025.11.04	18:51:00	1.14842	1.14845	1.14827	1.14827	56.90
2025.11.04	18:52:00	1.14826	1.14832	1.14826	1.14826	23.25
2025.11.04	18:53:00	1.14828	1.14837	1.14826	1.14835	36.29
2025.11.04	18:54:00	1.14835	1.14836	1.14829	1.14829	31.00
2025.11.04	18:55:00	1.14828	1.14832	1.14828	1.14831	42.75
2025.11.04	18:56:00	1.14831	1.14839	1.14829	1.14835	85.70
2025.11.04	18:57:00	1.14836	1.14842	1.14834	1.14840	30.63
2025.11.04	18:58:00	1.14842	1.14849	1.14842	1.14849	33.30
2025.11.04	18:59:00	1.14848	1.14848	1.14836	1.14840	44.01
2025.11.04	19:00:00	1.14837	1.14837	1.14832	1.14837	32.98
2025.11.04	19:01:00	1.14836	1.14847	1.14834	1.14847	48.42
2025.11.04	19:02:00	1.14850	1.14854	1.14848	1.14851	19.80
2025.11.04	19:03:00	1.14849	1.14850	1.14842	1.14842	15.05
2025.11.04	19:04:00	1.14843	1.14843	1.14839	1.14843	29.45
2025.11.04	19:05:00	1.14845	1.14845	1.14839	1.14839	33.90
2025.11.04	19:06:00	1.14840	1.14852	1.14840	1.14852	27.45
2025.11.04	19:07:00	1.14853	1.14853	1.14850	1.14850	18.90
2025.11.04	19:08:00	1.14851	1.14851	1.14847	1.14850	21.35
2025.11.04	19:09:00	1.14849	1.14851	1.14846	1.14850	13.50
2025.11.04	19:10:00	1.14848	1.14853	1.14847	1.14850	15.50
2025.11.04	19:11:00	1.14852	1.14857	1.14849	1.14852	41.60
2025.11.04	19:12:00	1.14854	1.14854	1.14849	1.14854	22.05
2025.11.04	19:13:00	1.14853	1.14861	1.14853	1.14861	69.95
2025.11.04	19:14:00	1.14859	1.14867	1.14859	1.14867	31.49
2025.11.04	19:15:00	1.14867	1.14870	1.14863	1.14867	39.55
2025.11.04	19:16:00	1.14867	1.14871	1.14861	1.14870	32.35
2025.11.04	19:17:00	1.14869	1.14871	1.14863	1.14863	56.57
2025.11.04	19:18:00	1.14863	1.14866	1.14860	1.14862	24.50
2025.11.04	19:19:00	1.14861	1.14867	1.14860	1.14867	21.35
2025.11.04	19:20:00	1.14867	1.14867	1.14863	1.14863	31.25
2025.11.04	19:21:00	1.14864	1.14864	1.14859	1.14862	22.90
2025.11.04	19:22:00	1.14863	1.14868	1.14861	1.14867	78.35
2025.11.04	19:23:00	1.14869	1.14869	1.14831	1.14836	34.16
2025.11.04	19:24:00	1.14834	1.14835	1.14829	1.14830	17.32
2025.11.04	19:25:00	1.14829	1.14831	1.14828	1.14829	10.35
2025.11.04	19:26:00	1.14831	1.14832	1.14826	1.14828	15.05
2025.11.04	19:27:00	1.14831	1.14834	1.14828	1.14829	26.67
2025.11.04	19:28:00	1.14829	1.14829	1.14824	1.14826	17.95
2025.11.04	19:29:00	1.14826	1.14826	1.14813	1.14814	36.62
2025.11.04	19:30:00	1.14813	1.14813	1.14805	1.14811	53.46
2025.11.04	19:31:00	1.14811	1.14812	1.14795	1.14804	69.78
2025.11.04	19:32:00	1.14805	1.14805	1.14798	1.14800	118.90
2025.11.04	19:33:00	1.14798	1.14801	1.14794	1.14801	71.42
2025.11.04	19:34:00	1.14803	1.14813	1.14803	1.14810	24.05
2025.11.04	19:35:00	1.14811	1.14816	1.14808	1.14814	29.17
2025.11.04	19:36:00	1.14815	1.14815	1.14810	1.14811	29.12
2025.11.04	19:37:00	1.14810	1.14812	1.14809	1.14809	20.69
2025.11.04	19:38:00	1.14808	1.14811	1.14805	1.14808	114.58
2025.11.04	19:39:00	1.14806	1.14806	1.14800	1.14804	56.49
2025.11.04	19:40:00	1.14805	1.14806	1.14800	1.14805	22.90
2025.11.04	19:41:00	1.14805	1.14807	1.14803	1.14804	15.95
2025.11.04	19:42:00	1.14803	1.14805	1.14794	1.14794	48.69
2025.11.04	19:43:00	1.14793	1.14801	1.14793	1.14799	29.70
2025.11.04	19:44:00	1.14800	1.14801	1.14798	1.14800	20.40
2025.11.04	19:45:00	1.14798	1.14800	1.14797	1.14799	35.95
2025.11.04	19:46:00	1.14799	1.14799	1.14793	1.14798	41.15
2025.11.04	19:47:00	1.14800	1.14808	1.14800	1.14800	17.55
2025.11.04	19:48:00	1.14800	1.14800	1.14797	1.14797	12.35
2025.11.04	19:49:00	1.14795	1.14795	1.14790	1.14790	16.82
2025.11.04	19:50:00	1.14790	1.14799	1.14788	1.14799	40.94
2025.11.04	19:51:00	1.14799	1.14805	1.14797	1.14805	29.22
2025.11.04	19:52:00	1.14801	1.14810	1.14801	1.14810	20.31
2025.11.04	19:53:00	1.14812	1.14813	1.14808	1.14812	29.70
2025.11.04	19:54:00	1.14810	1.14820	1.14810	1.14816	54.45
2025.11.04	19:55:00	1.14816	1.14816	1.14807	1.14815	81.01
2025.11.04	19:56:00	1.14812	1.14812	1.14805	1.14805	9.90
2025.11.04	19:57:00	1.14806	1.14816	1.14803	1.14804	39.59
2025.11.04	19:58:00	1.14804	1.14804	1.14797	1.14798	28.30
2025.11.04	19:59:00	1.14800	1.14800	1.14789	1.14789	37.10
2025.11.04	20:00:00	1.14790	1.14790	1.14772	1.14772	27.65
2025.11.04	20:01:00	1.14770	1.14774	1.14755	1.14757	46.32
2025.11.04	20:02:00	1.14757	1.14758	1.14752	1.14753	44.05
2025.11.04	20:03:00	1.14755	1.14766	1.14754	1.14766	57.47
2025.11.04	20:04:00	1.14768	1.14770	1.14755	1.14755	39.85
2025.11.04	20:05:00	1.14757	1.14758	1.14750	1.14756	81.35
2025.11.04	20:06:00	1.14757	1.14768	1.14757	1.14764	50.11
2025.11.04	20:07:00	1.14766	1.14766	1.14754	1.14759	27.05
2025.11.04	20:08:00	1.14763	1.14766	1.14762	1.14764	29.80
2025.11.04	20:09:00	1.14764	1.14766	1.14763	1.14765	34.55
2025.11.04	20:10:00	1.14764	1.14770	1.14761	1.14763	34.88
2025.11.04	20:11:00	1.14763	1.14766	1.14760	1.14765	32.50
2025.11.04	20:12:00	1.14764	1.14771	1.14764	1.14771	21.79
2025.11.04	20:13:00	1.14769	1.14777	1.14769	1.14776	23.61
2025.11.04	20:14:00	1.14776	1.14781	1.14774	1.14781	34.45
2025.11.04	20:15:00	1.14784	1.14784	1.14780	1.14781	25.25
2025.11.04	20:16:00	1.14781	1.14788	1.14780	1.14787	108.55
2025.11.04	20:17:00	1.14788	1.14792	1.14788	1.14790	11.90
2025.11.04	20:18:00	1.14794	1.14795	1.14790	1.14790	10.55
2025.11.04	20:19:00	1.14789	1.14795	1.14789	1.14794	37.73
2025.11.04	20:20:00	1.14792	1.14792	1.14785	1.14789	82.87
2025.11.04	20:21:00	1.14789	1.14792	1.14786	1.14792	70.92
2025.11.04	20:22:00	1.14790	1.14793	1.14789	1.14791	33.25
2025.11.04	20:23:00	1.14792	1.14792	1.14785	1.14785	17.22
2025.11.04	20:24:00	1.14785	1.14786	1.14785	1.14786	6.30
2025.11.04	20:25:00	1.14786	1.14789	1.14783	1.14786	38.92
2025.11.04	20:26:00	1.14785	1.14791	1.14785	1.14788	26.75
2025.11.04	20:27:00	1.14788	1.14789	1.14781	1.14785	37.75
2025.11.04	20:28:00	1.14787	1.14789	1.14785	1.14786	22.22
2025.11.04	20:29:00	1.14788	1.14794	1.14788	1.14794	18.90
2025.11.04	20:30:00	1.14796	1.14804	1.14796	1.14804	38.60
2025.11.04	20:31:00	1.14801	1.14802	1.14799	1.14800	53.30
2025.11.04	20:32:00	1.14800	1.14802	1.14795	1.14797	83.04
2025.11.04	20:33:00	1.14798	1.14807	1.14795	1.14805	49.47
2025.11.04	20:34:00	1.14806	1.14817	1.14806	1.14809	92.79
2025.11.04	20:35:00	1.14811	1.14812	1.14809	1.14810	38.95
2025.11.04	20:36:00	1.14810	1.14813	1.14808	1.14811	79.30
2025.11.04	20:37:00	1.14809	1.14809	1.14804	1.14805	9.22
2025.11.04	20:38:00	1.14806	1.14813	1.14806	1.14813	52.08
2025.11.04	20:39:00	1.14813	1.14822	1.14811	1.14821	66.97
2025.11.04	20:40:00	1.14820	1.14825	1.14820	1.14824	51.39
2025.11.04	20:41:00	1.14824	1.14829	1.14822	1.14825	40.33
2025.11.04	20:42:00	1.14827	1.14833	1.14827	1.14827	37.44
2025.11.04	20:43:00	1.14826	1.14828	1.14826	1.14828	5.40
2025.11.04	20:44:00	1.14830	1.14831	1.14818	1.14818	27.58
2025.11.04	20:45:00	1.14818	1.14822	1.14815	1.14815	26.30
2025.11.04	20:46:00	1.14815	1.14815	1.14811	1.14811	9.22
2025.11.04	20:47:00	1.14810	1.14810	1.14806	1.14807	18.15
2025.11.04	20:48:00	1.14805	1.14805	1.14786	1.14789	85.72
2025.11.04	20:49:00	1.14790	1.14790	1.14784	1.14786	65.40
2025.11.04	20:50:00	1.14785	1.14786	1.14780	1.14786	92.55
2025.11.04	20:51:00	1.14785	1.14786	1.14783	1.14785	52.14
2025.11.04	20:52:00	1.14785	1.14789	1.14783	1.14788	35.85
2025.11.04	20:53:00	1.14789	1.14790	1.14783	1.14788	45.45
2025.11.04	20:54:00	1.14786	1.14795	1.14785	1.14787	30.15
2025.11.04	20:55:00	1.14788	1.14789	1.14785	1.14789	32.24
2025.11.04	20:56:00	1.14789	1.14791	1.14785	1.14786	30.42
2025.11.04	20:57:00	1.14789	1.14794	1.14787	1.14793	23.04
2025.11.04	20:58:00	1.14792	1.14801	1.14790	1.14800	85.75
2025.11.04	20:59:00	1.14802	1.14803	1.14795	1.14795	71.63
2025.11.04	21:00:00	1.14795	1.14804	1.14789	1.14803	100.11
2025.11.04	21:01:00	1.14803	1.14820	1.14803	1.14811	35.45
2025.11.04	21:02:00	1.14813	1.14817	1.14800	1.14800	81.76
2025.11.04	21:03:00	1.14801	1.14807	1.14792	1.14807	53.64
2025.11.04	21:04:00	1.14805	1.14813	1.14805	1.14809	53.10
2025.11.04	21:05:00	1.14807	1.14816	1.14800	1.14816	52.47
2025.11.04	21:06:00	1.14817	1.14817	1.14808	1.14808	24.72
2025.11.04	21:07:00	1.14808	1.14810	1.14799	1.14805	31.26
2025.11.04	21:08:00	1.14803	1.14807	1.14796	1.14798	32.25
2025.11.04	21:09:00	1.14798	1.14798	1.14795	1.14795	19.36
2025.11.04	21:10:00	1.14797	1.14805	1.14796	1.14805	32.76
2025.11.04	21:11:00	1.14805	1.14811	1.14804	1.14809	11.38
2025.11.04	21:12:00	1.14810	1.14811	1.14810	1.14811	8.28
2025.11.04	21:13:00	1.14811	1.14812	1.14808	1.14810	25.29
2025.11.04	21:14:00	1.14810	1.14815	1.14809	1.14812	43.20
2025.11.04	21:15:00	1.14811	1.14815	1.14800	1.14811	54.18
2025.11.04	21:16:00	1.14809	1.14812	1.14804	1.14804	37.00
2025.11.04	21:17:00	1.14804	1.14806	1.14802	1.14806	38.53
2025.11.04	21:18:00	1.14807	1.14813	1.14805	1.14813	35.19
2025.11.04	21:19:00	1.14812	1.14817	1.14811	1.14816	26.91
2025.11.04	21:20:00	1.14816	1.14816	1.14800	1.14800	48.66
2025.11.04	21:21:00	1.14800	1.14804	1.14798	1.14804	21.24
2025.11.04	21:22:00	1.14804	1.14804	1.14800	1.14804	21.15
2025.11.04	21:23:00	1.14804	1.14809	1.14804	1.14806	14.40
2025.11.04	21:24:00	1.14809	1.14809	1.14804	1.14806	21.60
2025.11.04	21:25:00	1.14806	1.14811	1.14806	1.14810	46.63
2025.11.04	21:26:00	1.14810	1.14811	1.14805	1.14805	24.93
2025.11.04	21:27:00	1.14804	1.14805	1.14798	1.14801	19.80
2025.11.04	21:28:00	1.14798	1.14800	1.14798	1.14798	44.38
2025.11.04	21:29:00	1.14799	1.14799	1.14790	1.14795	60.67
2025.11.04	21:30:00	1.14794	1.14811	1.14794	1.14809	38.00
2025.11.04	21:31:00	1.14811	1.14812	1.14807	1.14808	23.37
2025.11.04	21:32:00	1.14809	1.14824	1.14809	1.14823	23.34
2025.11.04	21:33:00	1.14821	1.14823	1.14819	1.14821	32.58
2025.11.04	21:34:00	1.14821	1.14822	1.14812	1.14812	21.37
2025.11.04	21:35:00	1.14812	1.14814	1.14805	1.14808	39.64
2025.11.04	21:36:00	1.14807	1.14809	1.14806	1.14808	10.83
2025.11.04	21:37:00	1.14808	1.14820	1.14808	1.14813	27.17
2025.11.04	21:38:00	1.14813	1.14814	1.14804	1.14804	11.67
2025.11.04	21:39:00	1.14806	1.14820	1.14806	1.14815	21.88
2025.11.04	21:40:00	1.14816	1.14818	1.14814	1.14817	40.02
2025.11.04	21:41:00	1.14817	1.14824	1.14815	1.14823	22.64
2025.11.04	21:42:00	1.14822	1.14824	1.14818	1.14822	21.44
2025.11.04	21:43:00	1.14822	1.14823	1.14820	1.14821	10.89
2025.11.04	21:44:00	1.14821	1.14825	1.14817	1.14823	27.91
2025.11.04	21:45:00	1.14821	1.14822	1.14818	1.14819	31.83
2025.11.04	21:46:00	1.14820	1.14821	1.14817	1.14820	24.93
2025.11.04	21:47:00	1.14820	1.14820	1.14805	1.14808	57.69
2025.11.04	21:48:00	1.14808	1.14809	1.14804	1.14804	30.42
2025.11.04	21:49:00	1.14806	1.14812	1.14805	1.14812	56.47
2025.11.04	21:50:00	1.14811	1.14815	1.14811	1.14814	28.55
2025.11.04	21:51:00	1.14815	1.14815	1.14814	1.14815	9.90
2025.11.04	21:52:00	1.14813	1.14816	1.14808	1.14811	34.24
2025.11.04	21:53:00	1.14811	1.14815	1.14810	1.14815	5.88
2025.11.04	21:54:00	1.14813	1.14815	1.14807	1.14807	49.14
2025.11.04	21:55:00	1.14805	1.14810	1.14805	1.14808	11.10
2025.11.04	21:56:00	1.14808	1.14814	1.14808	1.14813	11.64
2025.11.04	21:57:00	1.14811	1.14822	1.14811	1.14819	28.11
2025.11.04	21:58:00	1.14818	1.14825	1.14813	1.14823	60.10
2025.11.04	21:59:00	1.14824	1.14824	1.14811	1.14818	172.75
2025.11.04	22:00:00	1.14816	1.14819	1.14812	1.14814	9.00
2025.11.04	22:01:00	1.14813	1.14813	1.14800	1.14800	21.60
2025.11.04	22:02:00	1.14799	1.14802	1.14799	1.14802	12.91
2025.11.04	22:03:00	1.14802	1.14819	1.14802	1.14819	6.69
2025.11.04	22:04:00	1.14815	1.14815	1.14815	1.14815	4.50
2025.11.04	22:05:00	1.14822	1.14829	1.14819	1.14819	15.34
2025.11.04	22:06:00	1.14819	1.14821	1.14818	1.14821	3.54
2025.11.04	22:07:00	1.14818	1.14821	1.14817	1.14821	7.42
2025.11.04	22:08:00	1.14820	1.14822	1.14815	1.14818	6.40
2025.11.04	22:09:00	1.14819	1.14819	1.14805	1.14805	5.76
2025.11.04	22:10:00	1.14809	1.14809	1.14802	1.14802	20.57
2025.11.04	22:12:00	1.14802	1.14804	1.14801	1.14804	11.43
2025.11.04	22:14:00	1.14801	1.14803	1.14801	1.14803	10.36
2025.11.04	22:15:00	1.14803	1.14803	1.14803	1.14803	2.68
2025.11.04	22:16:00	1.14803	1.14803	1.14803	1.14803	2.68
2025.11.04	22:17:00	1.14803	1.14803	1.14803	1.14803	2.68
2025.11.04	22:18:00	1.14803	1.14803	1.14803	1.14803	102.15
2025.11.04	22:19:00	1.14803	1.14819	1.14801	1.14801	168.72
2025.11.04	22:20:00	1.14802	1.14802	1.14802	1.14802	23.18
2025.11.04	22:21:00	1.14802	1.14803	1.14802	1.14802	13.64
2025.11.04	22:22:00	1.14803	1.14804	1.14803	1.14804	4.13
2025.11.04	22:23:00	1.14804	1.14804	1.14802	1.14802	7.07
2025.11.04	22:24:00	1.14803	1.14806	1.14803	1.14803	4.61
2025.11.04	22:25:00	1.14804	1.14804	1.14802	1.14803	30.88
2025.11.04	22:26:00	1.14810	1.14816	1.14809	1.14809	13.32
2025.11.04	22:27:00	1.14809	1.14815	1.14805	1.14809	25.08
2025.11.04	22:28:00	1.14811	1.14817	1.14807	1.14809	6.24
2025.11.04	22:29:00	1.14807	1.14808	1.14807	1.14807	4.16
2025.11.04	22:30:00	1.14807	1.14810	1.14807	1.14808	15.74
2025.11.04	22:31:00	1.14809	1.14810	1.14808	1.14808	10.79
2025.11.04	22:32:00	1.14810	1.14817	1.14808	1.14815	32.38
2025.11.04	22:33:00	1.14815	1.14821	1.14812	1.14819	19.12
2025.11.04	22:34:00	1.14821	1.14822	1.14821	1.14822	1.80
2025.11.04	22:35:00	1.14816	1.14817	1.14816	1.14817	1.80
2025.11.04	22:36:00	1.14819	1.14819	1.14819	1.14819	0.90
2025.11.04	22:37:00	1.14818	1.14821	1.14812	1.14820	13.15
2025.11.04	22:38:00	1.14819	1.14821	1.14818	1.14818	8.26
2025.11.04	22:39:00	1.14817	1.14819	1.14817	1.14818	12.98
2025.11.04	22:40:00	1.14818	1.14819	1.14812	1.14815	91.30
2025.11.04	22:41:00	1.14816	1.14823	1.14814	1.14816	40.59
2025.11.04	22:42:00	1.14816	1.14823	1.14812	1.14815	50.94
2025.11.04	22:43:00	1.14821	1.14824	1.14811	1.14813	42.79
2025.11.04	22:44:00	1.14822	1.14829	1.14816	1.14824	73.67
2025.11.04	22:45:00	1.14825	1.14829	1.14810	1.14825	73.13
2025.11.04	22:46:00	1.14825	1.14830	1.14824	1.14825	59.06
2025.11.04	22:47:00	1.14826	1.14829	1.14821	1.14825	50.63
2025.11.04	22:48:00	1.14825	1.14828	1.14821	1.14825	74.85
