<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>
2025.11.03	17:58:00	4006.01900	4006.57900	4005.83800	4006.29900	0.04
2025.11.03	17:59:00	4006.34500	4006.68800	4005.84900	4005.84900	0.03
2025.11.03	18:00:00	4005.88900	4006.48800	4005.79500	4006.17900	0.04
2025.11.03	18:01:00	4006.19900	4006.60900	4006.09800	4006.21800	0.04
2025.11.03	18:02:00	4006.21900	4006.32800	4004.38500	4004.42900	0.05
2025.11.03	18:03:00	4004.51900	4005.43900	4004.51900	4004.68900	0.05
2025.11.03	18:04:00	4004.68500	4004.94500	4003.64500	4004.19900	0.05
2025.11.03	18:05:00	4004.20900	4004.80500	4003.84900	4004.09900	0.05
2025.11.03	18:06:00	4004.14500	4006.26900	4004.00500	4005.20900	0.07
2025.11.03	18:07:00	4005.24900	4005.24900	4003.87500	4004.20500	0.05
2025.11.03	18:08:00	4004.18900	4004.71500	4004.18900	4004.34900	0.04
2025.11.03	18:09:00	4004.34900	4004.43900	4003.19500	4004.17900	0.05
2025.11.03	18:10:00	4004.17900	4004.49900	4002.57800	4003.25800	0.07
2025.11.03	18:11:00	4003.47900	4003.74900	4002.92800	4002.98800	0.05
2025.11.03	18:12:00	4003.02800	4003.02800	4001.55800	4002.05900	0.07
2025.11.03	18:13:00	4002.03900	4002.24900	4001.44900	4002.16900	0.06
2025.11.03	18:14:00	4002.15900	4003.51900	4001.91800	4002.56900	0.09
2025.11.03	18:15:00	4002.54900	4002.70900	4000.97500	4001.25900	0.06
2025.11.03	18:16:00	4001.29900	4002.51900	4000.92500	4001.81900	0.06
2025.11.03	18:17:00	4001.75500	4003.46900	4001.64800	4003.33900	0.06
2025.11.03	18:18:00	4003.36900	4003.62900	4002.23800	4002.97800	0.06
2025.11.03	18:19:00	4002.88800	4003.05900	4000.90900	4001.34900	0.07
2025.11.03	18:20:00	4001.39900	4002.34900	4001.39900	4002.02900	0.04
2025.11.03	18:21:00	4002.03800	4002.04800	4000.71900	4000.76900	0.04
2025.11.03	18:22:00	4000.76900	4000.81500	3999.28500	3999.55500	0.06
2025.11.03	18:23:00	3999.51500	4001.18500	3999.21500	4000.83900	0.05
2025.11.03	18:24:00	4000.75800	4001.40900	4000.47500	4001.22900	0.05
2025.11.03	18:25:00	4001.32900	4002.09900	3999.51800	3999.69500	0.08
2025.11.03	18:26:00	3999.69800	4000.01800	3999.26900	3999.73900	0.06
2025.11.03	18:27:00	3999.67900	4001.81900	3999.65900	4001.80500	0.06
2025.11.03	18:28:00	4001.83500	4002.40900	4001.34500	4002.11500	0.06
2025.11.03	18:29:00	4002.08900	4002.29500	4000.92500	4001.12500	0.07
2025.11.03	18:30:00	4001.13500	4002.51900	4000.82500	4002.29900	0.04
2025.11.03	18:31:00	4002.36500	4004.05500	4002.00500	4003.87500	0.04
2025.11.03	18:32:00	4003.83500	4005.08500	4002.65500	4005.08500	0.04
2025.11.03	18:33:00	4005.08500	4006.69500	4004.78500	4006.69500	0.05
2025.11.03	18:34:00	4006.72500	4009.09500	4006.72500	4008.92500	0.04
2025.11.03	18:35:00	4008.88500	4009.21500	4006.37500	4006.80900	0.04
2025.11.03	18:36:00	4006.79900	4007.36900	4006.34500	4006.68900	0.04
2025.11.03	18:37:00	4006.70500	4007.78500	4006.66500	4007.25500	0.03
2025.11.03	18:38:00	4007.26900	4007.57900	4006.68900	4007.28500	0.03
2025.11.03	18:39:00	4007.32800	4007.69900	4006.73500	4007.31500	0.03
2025.11.03	18:40:00	4007.36500	4008.24500	4006.85500	4007.77500	0.03
2025.11.03	18:41:00	4007.77500	4008.55500	4006.83500	4008.19500	0.03
2025.11.03	18:42:00	4008.25500	4009.33500	4008.04500	4008.63500	0.03
2025.11.03	18:43:00	4008.63500	4008.72500	4007.66500	4007.90500	0.03
2025.11.03	18:44:00	4007.95500	4008.28500	4007.46800	4008.00500	0.03
2025.11.03	18:45:00	4008.15900	4008.21900	4007.30500	4007.34900	0.03
2025.11.03	18:46:00	4007.23500	4007.82900	4006.70800	4007.18900	0.03
2025.11.03	18:47:00	4007.20900	4007.24900	4006.43500	4006.76900	0.03
2025.11.03	18:48:00	4006.77900	4006.78900	4003.88500	4004.40500	0.04
2025.11.03	18:49:00	4004.40500	4005.37500	4004.24500	4004.90900	0.04
2025.11.03	18:50:00	4004.98500	4004.98500	4003.20900	4004.89900	0.06
2025.11.03	18:51:00	4004.91500	4005.62500	4004.25500	4005.36900	0.05
2025.11.03	18:52:00	4005.34500	4005.38500	4003.91500	4004.31500	0.05
2025.11.03	18:53:00	4004.28500	4004.44900	4003.69500	4003.86500	0.03
2025.11.03	18:54:00	4003.93900	4005.03500	4003.62900	4004.85900	0.06
2025.11.03	18:55:00	4004.91900	4006.19500	4004.28500	4006.19500	0.04
2025.11.03	18:56:00	4006.16500	4006.20500	4004.90500	4006.01500	0.05
2025.11.03	18:57:00	4006.04900	4007.16500	4006.04900	4006.56500	0.03
2025.11.03	18:58:00	4006.56500	4006.86900	4006.14500	4006.70900	0.03
2025.11.03	18:59:00	4006.74900	4007.19500	4005.86500	4006.12500	0.03
2025.11.03	19:00:00	4006.08900	4007.96500	4005.49500	4006.28800	0.05
2025.11.03	19:01:00	4006.28800	4006.28800	4001.91500	4002.45900	0.04
2025.11.03	19:02:00	4002.37500	4002.68500	4000.25500	4000.44500	0.05
2025.11.03	19:03:00	4000.24500	4000.80900	3996.03500	3996.07900	0.07
2025.11.03	19:04:00	3996.12500	3998.71500	3995.93900	3997.50500	0.06
2025.11.03	19:05:00	3997.50500	3997.50500	3995.07500	3997.05900	0.06
2025.11.03	19:06:00	3997.05900	4000.04500	3996.07500	3999.88500	0.07
2025.11.03	19:07:00	3999.88900	4001.94500	3999.34500	4001.23500	0.08
2025.11.03	19:08:00	4001.27500	4002.38500	4000.78500	4001.45900	0.06
2025.11.03	19:09:00	4001.44900	4002.11900	3999.62500	4000.17900	0.07
2025.11.03	19:10:00	4000.12500	4001.83900	3999.89500	4001.66500	0.07
2025.11.03	19:11:00	4001.66900	4001.75500	4001.16500	4001.46900	0.05
2025.11.03	19:12:00	4001.47900	4001.84500	4000.99500	4001.58500	0.05
2025.11.03	19:13:00	4001.78500	4003.54900	4001.69900	4002.64500	0.05
2025.11.03	19:14:00	4002.71900	4003.28900	4002.44500	4003.13900	0.05
2025.11.03	19:15:00	4003.12900	4005.54500	4003.12900	4004.88900	0.06
2025.11.03	19:16:00	4004.89900	4004.94500	4003.12500	4003.37900	0.07
2025.11.03	19:17:00	4003.70500	4004.31500	4002.78500	4003.18900	0.08
2025.11.03	19:18:00	4003.17900	4003.53900	4001.42500	4001.73500	0.07
2025.11.03	19:19:00	4001.71500	4002.99900	4001.45500	4002.42500	0.05
2025.11.03	19:20:00	4002.51500	4004.12900	4002.51500	4003.35500	0.05
2025.11.03	19:21:00	4003.33500	4005.31500	4002.77500	4005.26900	0.07
2025.11.03	19:22:00	4005.25500	4005.71500	4003.62500	4003.79500	0.06
2025.11.03	19:23:00	4003.65900	4004.47900	4003.32900	4004.09500	0.06
2025.11.03	19:24:00	4004.09500	4004.60900	4003.79500	4004.20500	0.05
2025.11.03	19:25:00	4004.17500	4004.95500	4003.61900	4004.72500	0.04
2025.11.03	19:26:00	4004.73900	4004.84500	4003.98900	4004.29900	0.05
2025.11.03	19:27:00	4004.28900	4004.45900	4003.45500	4003.62500	0.04
2025.11.03	19:28:00	4003.62500	4003.95900	4003.28500	4003.57500	0.06
2025.11.03	19:29:00	4003.57900	4004.02500	4003.01900	4003.89500	0.04
2025.11.03	19:30:00	4003.88500	4004.81900	4003.52900	4004.14500	0.05
2025.11.03	19:31:00	4004.10500	4004.52900	4002.49500	4003.27900	0.05
2025.11.03	19:32:00	4003.33500	4004.11500	4002.24500	4002.58900	0.04
2025.11.03	19:33:00	4002.64900	4003.38900	4001.80500	4002.66900	0.04
2025.11.03	19:34:00	4002.65900	4003.40900	4002.26500	4002.32500	0.05
2025.11.03	19:35:00	4002.33900	4002.39900	4001.76500	4002.34900	0.06
2025.11.03	19:36:00	4002.33900	4002.60500	4001.08900	4001.09900	0.05
2025.11.03	19:37:00	4001.11900	4001.58500	4000.49500	4001.24500	0.06
2025.11.03	19:38:00	4001.20500	4002.06500	4000.89500	4001.58500	0.02
2025.11.03	19:39:00	4001.63500	4002.58500	4001.32500	4002.46500	0.04
2025.11.03	19:40:00	4002.47500	4002.85500	4001.35500	4001.35500	0.03
2025.11.03	19:41:00	4001.37500	4001.55500	4000.94500	4001.16500	0.05
2025.11.03	19:42:00	4001.13500	4001.45500	4000.66500	4000.92500	0.03
2025.11.03	19:43:00	4000.96500	4001.76500	4000.88500	4001.29500	0.05
2025.11.03	19:44:00	4001.28500	4001.32500	4000.35500	4000.35500	0.04
2025.11.03	19:45:00	4000.33500	4001.06900	3999.43500	4000.55500	0.03
2025.11.03	19:46:00	4000.57500	4000.92500	3999.84500	4000.74500	0.04
2025.11.03	19:47:00	4000.76500	4001.40500	4000.44500	4000.98500	0.03
2025.11.03	19:48:00	4000.98500	4002.23500	4000.93500	4002.15500	0.04
2025.11.03	19:49:00	4002.13500	4003.09500	4002.05500	4003.09500	0.07
2025.11.03	19:50:00	4003.09500	4003.58500	4002.43500	4002.71900	0.05
2025.11.03	19:51:00	4002.67900	4004.06500	4002.12500	4003.94500	0.07
2025.11.03	19:52:00	4003.98500	4004.53500	4003.16500	4004.33500	0.05
2025.11.03	19:53:00	4004.39500	4006.20500	4004.18500	4006.10500	0.05
2025.11.03	19:54:00	4006.06500	4007.25500	4005.94800	4007.20500	0.08
2025.11.03	19:55:00	4007.24800	4007.31500	4006.00500	4006.16500	0.07
2025.11.03	19:56:00	4006.22500	4006.22500	4004.75500	4005.88500	0.06
2025.11.03	19:57:00	4005.95500	4005.95500	4004.29500	4004.53500	0.11
2025.11.03	19:58:00	4004.56500	4004.72900	4003.36500	4003.36500	0.13
2025.11.03	19:59:00	4003.36500	4004.51500	4003.02500	4004.39500	0.11
2025.11.03	20:00:00	4004.39500	4005.95500	4004.33500	4005.82500	0.04
2025.11.03	20:01:00	4005.94500	4006.20500	4005.15500	4006.20500	0.04
2025.11.03	20:02:00	4006.19800	4008.84800	4006.19800	4008.84800	0.04
2025.11.03	20:03:00	4008.84800	4009.38500	4007.94800	4009.14800	0.07
2025.11.03	20:04:00	4009.04800	4010.19500	4008.65500	4010.17500	0.07
2025.11.03	20:05:00	4010.10500	4012.09800	4010.10500	4011.00500	0.06
2025.11.03	20:06:00	4010.96500	4010.96500	4009.88500	4010.25500	0.05
2025.11.03	20:07:00	4010.21500	4010.63500	4009.14500	4009.18500	0.06
2025.11.03	20:08:00	4009.14500	4009.34500	4007.61500	4008.19500	0.09
2025.11.03	20:09:00	4008.21500	4008.70500	4007.78500	4008.21500	0.05
2025.11.03	20:10:00	4008.18500	4008.89500	4007.79500	4008.82500	0.06
2025.11.03	20:11:00	4008.79500	4009.78800	4008.77500	4008.92500	0.08
2025.11.03	20:12:00	4008.95500	4009.69500	4008.88500	4009.28500	0.05
2025.11.03	20:13:00	4009.26500	4009.75500	4009.18500	4009.38500	0.04
2025.11.03	20:14:00	4009.40500	4010.01500	4008.88500	4009.94500	0.03
2025.11.03	20:15:00	4010.05500	4010.72500	4009.70500	4009.96500	0.05
2025.11.03	20:16:00	4009.96500	4010.96500	4009.96500	4010.72500	0.05
2025.11.03	20:17:00	4010.69500	4011.60500	4010.46500	4011.56500	0.05
2025.11.03	20:18:00	4011.56500	4012.18800	4010.37500	4011.22500	0.06
2025.11.03	20:19:00	4011.27500	4012.36500	4011.08500	4011.24500	0.05
2025.11.03	20:20:00	4011.15500	4014.06500	4011.04500	4013.95500	0.05
2025.11.03	20:21:00	4013.93500	4014.69500	4013.07500	4013.10500	0.06
2025.11.03	20:22:00	4013.14500	4013.38500	4012.66500	4012.99500	0.03
2025.11.03	20:23:00	4012.97500	4012.97500	4012.05500	4012.45500	0.02
2025.11.03	20:24:00	4012.48500	4012.61500	4010.78500	4010.97500	0.02
2025.11.03	20:25:00	4010.99500	4011.96500	4010.77500	4010.92500	0.03
2025.11.03	20:26:00	4010.95500	4011.08500	4009.77500	4010.10500	0.03
2025.11.03	20:27:00	4010.10500	4010.41500	4009.34500	4009.38500	0.02
2025.11.03	20:28:00	4009.85500	4010.67500	4009.85500	4010.35500	0.03
2025.11.03	20:29:00	4010.37500	4011.46500	4010.37500	4011.30500	0.06
2025.11.03	20:30:00	4011.28500	4011.28500	4010.45500	4010.82500	0.06
2025.11.03	20:31:00	4010.82500	4011.86500	4010.48500	4010.58500	0.13
2025.11.03	20:32:00	4010.58500	4010.64900	4009.69500	4010.44500	0.14
2025.11.03	20:33:00	4010.49500	4010.54500	4009.49500	4009.64500	0.07
2025.11.03	20:34:00	4009.65500	4010.20500	4009.62500	4009.64500	0.14
2025.11.03	20:35:00	4009.62500	4009.68500	4008.92500	4009.12500	0.22
2025.11.03	20:36:00	4009.15900	4009.97500	4009.15500	4009.88500	0.11
2025.11.03	20:37:00	4009.88500	4009.97500	4009.13500	4009.41500	0.07
2025.11.03	20:38:00	4009.47500	4009.91500	4009.11500	4009.35500	0.15
2025.11.03	20:39:00	4009.36500	4009.64500	4008.89500	4009.15500	0.15
2025.11.03	20:40:00	4009.14500	4010.15500	4008.99500	4009.59800	0.15
2025.11.03	20:41:00	4009.59800	4009.70500	4008.46500	4008.46500	0.10
2025.11.03	20:42:00	4008.46500	4008.46500	4006.91500	4007.06500	0.15
2025.11.03	20:43:00	4007.06500	4009.39500	4007.06500	4009.13500	0.12
2025.11.03	20:44:00	4009.20500	4009.33500	4008.35500	4008.89500	0.10
2025.11.03	20:45:00	4008.93500	4009.00500	4008.14500	4008.31500	0.11
2025.11.03	20:46:00	4008.38500	4008.72500	4007.74500	4008.29500	0.11
2025.11.03	20:47:00	4008.32500	4009.07500	4008.08500	4009.03500	0.11
2025.11.03	20:48:00	4009.02500	4009.62500	4009.02500	4009.33500	0.09
2025.11.03	20:49:00	4009.28500	4009.31500	4008.56500	4008.78500	0.11
2025.11.03	20:50:00	4008.88500	4009.88500	4008.88500	4009.24500	0.11
2025.11.03	20:51:00	4009.07500	4010.95500	4009.03500	4010.44500	0.16
2025.11.03	20:52:00	4010.38500	4010.91500	4009.91500	4010.26500	0.18
2025.11.03	20:53:00	4010.26500	4011.23500	4010.25500	4011.23500	0.15
2025.11.03	20:54:00	4011.23500	4011.96500	4010.95500	4011.35500	0.11
2025.11.03	20:55:00	4011.32500	4011.82500	4010.97500	4011.01500	0.17
2025.11.03	20:56:00	4010.99500	4011.53500	4010.09500	4010.25500	0.20
2025.11.03	20:57:00	4010.23500	4010.30500	4009.23500	4009.61500	0.17
2025.11.03	20:58:00	4009.60500	4010.18500	4008.95500	4009.42500	0.20
2025.11.03	20:59:00	4009.48500	4010.29500	4009.16500	4010.10500	0.31
2025.11.03	21:00:00	4010.10500	4010.10500	4007.33500	4007.69500	0.08
2025.11.03	21:01:00	4007.66800	4009.84500	4007.66500	4009.63500	0.09
2025.11.03	21:02:00	4009.70500	4009.79900	4008.72500	4008.72500	0.07
2025.11.03	21:03:00	4008.73500	4009.60500	4008.70500	4009.30500	0.06
2025.11.03	21:04:00	4009.29500	4009.74500	4009.11500	4009.26500	0.05
2025.11.03	21:05:00	4009.21900	4009.72500	4009.04500	4009.35500	0.04
2025.11.03	21:06:00	4009.35500	4009.39500	4008.35500	4008.52500	0.06
2025.11.03	21:07:00	4008.52500	4008.57500	4007.08500	4007.12500	0.04
2025.11.03	21:08:00	4007.14500	4007.19500	4005.02500	4005.26500	0.04
2025.11.03	21:09:00	4005.29500	4006.53500	4005.29500	4006.06500	0.03
2025.11.03	21:10:00	4006.01500	4006.22500	4005.28500	4005.33500	0.02
2025.11.03	21:11:00	4005.30500	4005.56500	4004.77500	4005.36500	0.01
2025.11.03	21:12:00	4005.40500	4005.64500	4004.83500	4005.14500	0.01
2025.11.03	21:13:00	4005.17500	4005.17500	4004.22500	4005.17500	0.01
2025.11.03	21:14:00	4005.13500	4005.18500	4004.57500	4004.57500	0.01
2025.11.03	21:15:00	4004.78500	4004.95500	4003.99800	4004.04500	0.01
2025.11.03	21:16:00	4003.98500	4005.15500	4003.94500	4005.12500	0.01
2025.11.03	21:17:00	4005.43500	4005.46500	4004.73500	4005.11500	0.01
2025.11.03	21:18:00	4005.07500	4005.07500	4004.44800	4004.69500	0.01
2025.11.03	21:19:00	4004.70500	4004.72500	4004.00500	4004.03500	0.00
2025.11.03	21:20:00	4004.07500	4004.17500	4002.74500	4002.86500	0.06
2025.11.03	21:21:00	4003.13500	4003.51500	4002.11800	4002.25500	0.05
2025.11.03	21:22:00	4002.23500	4002.47500	4001.30500	4001.89500	0.05
2025.11.03	21:23:00	4001.85500	4003.08500	4001.84500	4002.58500	0.03
2025.11.03	21:24:00	4002.64500	4003.82500	4002.42500	4003.82500	0.01
2025.11.03	21:25:00	4003.79500	4003.79500	4002.63500	4002.63500	0.01
2025.11.03	21:26:00	4002.58500	4002.58500	4001.25500	4001.80500	0.02
2025.11.03	21:27:00	4001.72500	4001.72500	4000.89500	4000.93500	0.01
2025.11.03	21:28:00	4000.97500	4001.69500	4000.97500	4001.30500	0.04
2025.11.03	21:29:00	4001.28500	4001.65500	4000.83500	4001.65500	0.04
2025.11.03	21:30:00	4001.63500	4001.94500	4000.93500	4001.71500	0.05
2025.11.03	21:31:00	4001.69500	4001.69500	4000.74500	4000.74500	0.04
2025.11.03	21:32:00	4000.75500	4001.11500	3999.95500	4000.91500	0.05
2025.11.03	21:33:00	4000.92500	4002.33500	4000.91500	4002.29500	0.03
2025.11.03	21:34:00	4002.29500	4002.29500	4001.72500	4002.00500	0.05
2025.11.03	21:35:00	4001.63500	4001.85500	4001.22500	4001.85500	0.01
2025.11.03	21:36:00	4001.75500	4001.91500	4001.62500	4001.82500	0.02
2025.11.03	21:37:00	4001.90500	4001.90500	4001.58500	4001.89500	0.02
2025.11.03	21:38:00	4001.74500	4002.17500	4001.51500	4002.16500	0.02
2025.11.03	21:39:00	4002.19500	4002.59500	4002.19500	4002.56500	0.02
2025.11.03	21:40:00	4002.53500	4002.53500	4001.62500	4001.73500	0.03
2025.11.03	21:41:00	4001.55500	4001.57500	4001.27500	4001.37500	0.01
2025.11.03	21:42:00	4001.36500	4001.56500	4001.10500	4001.51500	0.02
2025.11.03	21:43:00	4001.46500	4001.46500	4001.12500	4001.12500	0.01
2025.11.03	21:44:00	4001.15500	4001.74500	4000.97500	4000.97500	0.04
2025.11.03	21:45:00	4000.99500	4001.80500	4000.79500	4001.38500	0.03
2025.11.03	21:46:00	4001.43500	4001.54500	4001.31500	4001.37500	0.01
2025.11.03	21:47:00	4001.42500	4001.65500	4001.17500	4001.17500	0.02
2025.11.03	21:48:00	4001.13500	4001.23500	4000.54500	4001.15500	0.02
2025.11.03	21:49:00	4001.00500	4001.43500	4001.00500	4001.41500	0.01
2025.11.03	21:50:00	4001.43500	4001.43500	4001.12500	4001.40500	0.01
2025.11.03	21:51:00	4001.43500	4001.71500	4001.32500	4001.49500	0.01
2025.11.03	21:52:00	4001.53500	4001.56500	4001.38500	4001.52500	0.01
2025.11.03	21:53:00	4001.38500	4001.64500	4001.20500	4001.48500	0.01
2025.11.03	21:54:00	4001.48500	4001.65500	4001.37500	4001.52500	0.01
2025.11.03	21:55:00	4001.34900	4002.07500	4000.95500	4001.01500	0.01
2025.11.03	21:56:00	4001.01500	4001.01500	3999.69500	4000.11500	0.01
2025.11.03	21:57:00	4000.12500	4000.53500	3999.80500	4000.53500	0.03
2025.11.03	21:58:00	4000.53500	4001.11500	4000.25500	4001.08500	0.04
2025.11.03	21:59:00	4001.08500	4001.45500	4000.80500	4001.06500	0.04
2025.11.03	23:00:00	4000.89800	4002.42500	3997.74800	4002.07500	0.07
2025.11.03	23:01:00	4002.04800	4005.19500	4002.04800	4004.48500	0.07
2025.11.03	23:02:00	4004.48500	4004.95500	4003.34800	4003.69500	0.04
2025.11.03	23:03:00	4003.61500	4004.59500	4003.61500	4004.48500	0.03
2025.11.03	23:04:00	4004.65500	4005.09500	4004.36500	4004.36500	0.01
2025.11.03	23:05:00	4004.53500	4004.58500	4003.49500	4003.65500	0.02
2025.11.03	23:06:00	4003.65500	4003.70500	3996.18500	3998.51500	0.07
2025.11.03	23:07:00	3998.50500	3998.50500	3995.22500	3995.71500	0.06
2025.11.03	23:08:00	3995.44500	3998.72500	3995.32500	3998.33500	0.09
2025.11.03	23:09:00	3998.31500	3998.32500	3996.14500	3997.78500	0.06
2025.11.03	23:10:00	3997.71500	3997.71500	3996.26500	3996.49500	0.01
2025.11.03	23:11:00	3996.50500	3998.26500	3996.50500	3997.27500	0.02
2025.11.03	23:12:00	3997.26500	3997.26500	3994.54500	3994.82500	0.03
2025.11.03	23:13:00	3994.79500	3994.99500	3980.62500	3988.33500	0.05
2025.11.03	23:14:00	3988.33500	3989.85500	3984.53500	3987.77500	0.05
2025.11.03	23:15:00	3987.54500	3990.94500	3987.48500	3990.84500	0.04
2025.11.03	23:16:00	3990.82500	3991.36500	3988.14500	3988.91500	0.02
2025.11.03	23:17:00	3988.95500	3991.87500	3988.80500	3990.26500	0.02
2025.11.03	23:18:00	3990.41500	3991.67500	3989.58500	3989.58500	0.01
2025.11.03	23:19:00	3989.74500	3992.03500	3989.74500	3991.05500	0.02
2025.11.03	23:20:00	3990.99500	3991.47500	3990.11500	3991.15500	0.01
2025.11.03	23:21:00	3991.24500	3994.51500	3989.97500	3994.51500	0.03
2025.11.03	23:22:00	3994.53500	3994.79500	3992.66500	3993.05500	0.02
2025.11.03	23:23:00	3993.12500	3993.14500	3990.71500	3990.77500	0.01
2025.11.03	23:24:00	3990.80500	3995.21500	3990.75500	3994.66500	0.02
2025.11.03	23:25:00	3994.67500	3994.84500	3992.80500	3993.53500	0.01
2025.11.03	23:26:00	3993.61500	3995.43500	3993.61500	3994.93500	0.01
2025.11.03	23:27:00	3994.97500	3996.79500	3994.63800	3994.83500	0.02
2025.11.03	23:28:00	3994.96500	3995.73500	3994.63800	3994.73500	0.01
2025.11.03	23:29:00	3994.74500	3995.59500	3994.63800	3995.50500	0.02
2025.11.03	23:30:00	3995.49500	3995.98500	3994.17500	3995.70500	0.03
2025.11.03	23:31:00	3995.71500	3998.61500	3995.18500	3998.27500	0.02
2025.11.03	23:32:00	3998.64500	3999.37500	3996.84800	3997.64500	0.02
2025.11.03	23:33:00	3997.61500	3997.61500	3996.17500	3996.81500	0.02
2025.11.03	23:34:00	3996.84500	3998.88500	3996.72500	3997.91500	0.01
2025.11.03	23:35:00	3997.89500	3999.39500	3997.38500	3997.38500	0.01
2025.11.03	23:36:00	3997.34500	3998.13500	3996.46500	3997.06500	0.02
2025.11.03	23:37:00	3997.05500	3997.66500	3996.74800	3997.20500	0.01
2025.11.03	23:38:00	3997.19500	3998.17500	3996.71500	3996.74800	0.01
2025.11.03	23:39:00	3996.74800	3996.74800	3995.29500	3996.04800	0.02
2025.11.03	23:40:00	3996.14500	3997.31500	3995.03500	3995.70500	0.01
2025.11.03	23:41:00	3995.70500	3995.94800	3994.61500	3994.86500	0.02
2025.11.03	23:42:00	3994.85500	3996.28500	3994.82500	3995.29500	0.01
2025.11.03	23:43:00	3995.30500	3996.19500	3995.28500	3995.33500	0.01
2025.11.03	23:44:00	3995.30500	3997.65500	3995.26500	3997.59500	0.01
2025.11.03	23:45:00	3997.56500	3999.23500	3997.49500	3998.70500	0.02
2025.11.03	23:46:00	3998.70500	3998.70500	3995.35500	3995.37500	0.02
2025.11.03	23:47:00	3995.29500	3996.86500	3995.27500	3996.54500	0.01
2025.11.03	23:48:00	3996.52500	3998.07500	3992.34800	3993.81500	0.04
2025.11.03	23:49:00	3993.79500	3997.15500	3993.79500	3995.98500	0.02
2025.11.03	23:50:00	3995.97500	3996.97500	3995.61500	3996.15500	0.01
2025.11.03	23:51:00	3996.13500	3996.86500	3996.10500	3996.59500	0.01
2025.11.03	23:52:00	3996.61500	3998.46500	3996.30500	3996.51500	0.01
2025.11.03	23:53:00	3996.53500	3997.58500	3996.31500	3997.54500	0.01
2025.11.03	23:54:00	3997.41500	3998.02500	3997.13500	3998.02500	0.00
2025.11.03	23:55:00	3997.96500	3998.87500	3997.31500	3998.42500	0.01
2025.11.03	23:56:00	3998.38500	3999.05500	3998.32500	3998.72500	0.01
2025.11.03	23:57:00	3998.69500	3998.69500	3997.56500	3997.82500	0.01
2025.11.03	23:58:00	3997.77500	3998.14500	3997.75500	3997.96500	0.01
2025.11.03	23:59:00	3997.98500	3998.14500	3996.84500	3996.92500	0.01
2025.11.04	00:00:00	3996.97500	3998.54500	3996.42500	3996.90500	0.02
2025.11.04	00:01:00	3996.89500	3996.93500	3994.61500	3996.43500	0.02
2025.11.04	00:02:00	3996.41500	3996.41500	3993.16500	3993.68500	0.02
2025.11.04	00:03:00	3993.70500	3993.80500	3991.93500	3993.24500	0.02
2025.11.04	00:04:00	3993.18500	3993.18500	3990.62500	3991.40500	0.03
2025.11.04	00:05:00	3991.40500	3993.34500	3990.04500	3993.28500	0.03
2025.11.04	00:06:00	3993.26500	3993.66500	3991.62500	3993.29500	0.02
2025.11.04	00:07:00	3993.73500	3993.88500	3991.79500	3993.57500	0.02
2025.11.04	00:08:00	3993.59800	3995.06500	3992.67500	3995.06500	0.02
2025.11.04	00:09:00	3995.01500	3997.31500	3994.52500	3996.56500	0.03
2025.11.04	00:10:00	3996.57500	3997.14800	3995.16500	3995.46500	0.02
2025.11.04	00:11:00	3995.44500	3996.56500	3995.10500	3996.54500	0.01
2025.11.04	00:12:00	3996.59500	3997.76500	3995.56500	3996.49500	0.02
2025.11.04	00:13:00	3996.49500	3996.87500	3995.47500	3996.12500	0.01
2025.11.04	00:14:00	3996.14500	3996.14500	3993.90500	3994.48500	0.02
2025.11.04	00:15:00	3994.46500	3995.46500	3994.37500	3994.84800	0.02
2025.11.04	00:16:00	3994.84800	3997.18500	3994.61500	3997.07500	0.02
2025.11.04	00:17:00	3997.15500	3999.04500	3997.15500	3998.47500	0.03
2025.11.04	00:18:00	3998.44500	3998.66500	3996.32500	3997.12500	0.02
2025.11.04	00:19:00	3997.10500	3997.36500	3996.22500	3996.80500	0.02
2025.11.04	00:20:00	3996.80500	3997.69500	3996.52500	3997.63500	0.02
2025.11.04	00:21:00	3997.63500	3997.63500	3996.69500	3996.89500	0.02
2025.11.04	00:22:00	3996.93500	3997.22500	3996.25500	3997.13500	0.02
2025.11.04	00:23:00	3997.13500	3997.53500	3996.11500	3997.23500	0.02
2025.11.04	00:24:00	3997.28500	3997.34500	3995.93500	3996.42500	0.01
2025.11.04	00:25:00	3996.40500	3996.65500	3994.63500	3995.11500	0.01
2025.11.04	00:26:00	3995.08500	3995.08500	3992.96500	3993.04500	0.02
2025.11.04	00:27:00	3993.01500	3994.08500	3992.49500	3993.89500	0.01
2025.11.04	00:28:00	3993.92500	3993.98500	3992.36500	3992.73500	0.01
2025.11.04	00:29:00	3992.71500	3993.05500	3992.16500	3992.89500	0.01
2025.11.04	00:30:00	3992.87500	3993.61500	3991.50500	3993.19500	0.02
2025.11.04	00:31:00	3993.16500	3993.57500	3991.52500	3992.16500	0.02
2025.11.04	00:32:00	3992.10500	3992.18500	3991.23500	3991.59500	0.02
2025.11.04	00:33:00	3991.52500	3991.99500	3990.26500	3991.97500	0.02
2025.11.04	00:34:00	3992.23500	3992.38500	3990.86500	3991.38500	0.03
2025.11.04	00:35:00	3991.40500	3991.43500	3987.59800	3988.38800	0.05
2025.11.04	00:36:00	3988.38800	3988.38800	3985.64500	3987.12500	0.04
2025.11.04	00:37:00	3987.37500	3987.72500	3984.00000	3984.39500	0.06
